Zip Code,City,State,2010 Population
43830,NASHPORT,OH,6158
43832,NEWCOMERSTOWN,OH,7479
43836,PLAINFIELD,OH,128
43837,PORT WASHINGTON,OH,1973
43840,STONE CREEK,OH,1248
43842,TRINWAY,OH,355
43843,WALHONDING,OH,1123
43844,WARSAW,OH,3869
43845,WEST LAFAYETTE,OH,4711
43901,ADENA,OH,2219
43902,ALLEDONIA,OH,202
43903,AMSTERDAM,OH,2208
43905,BARTON,OH,237
43906,BELLAIRE,OH,8678
43907,CADIZ,OH,6008
43908,BERGHOLZ,OH,1574
43910,BLOOMINGDALE,OH,3631
43912,BRIDGEPORT,OH,6801
43913,BRILLIANT,OH,1490
43914,CAMERON,OH,94
43915,CLARINGTON,OH,1495
43917,DILLONVALE,OH,3136
43920,EAST LIVERPOOL,OH,23438
43925,EAST SPRINGFIELD,OH,82
43926,EMPIRE,OH,285
43927,FAIRPOINT,OH,74
43928,GLENCOE,OH,116
43930,HAMMONDSVILLE,OH,882
43931,HANNIBAL,OH,272
43932,IRONDALE,OH,931
43933,JACOBSBURG,OH,2070
43934,LANSING,OH,295
43935,MARTINS FERRY,OH,8943
43938,MINGO JUNCTION,OH,5794
43939,MOUNT PLEASANT,OH,513
43940,NEFFS,OH,377
43942,POWHATAN POINT,OH,2500
43943,RAYLAND,OH,3472
43944,RICHMOND,OH,2529
43945,SALINEVILLE,OH,3191
43946,SARDIS,OH,2114
43947,SHADYSIDE,OH,5322
43948,SMITHFIELD,OH,670
43950,SAINT CLAIRSVILLE,OH,16762
43951,LAFFERTY,OH,84
43952,STEUBENVILLE,OH,19050
43953,STEUBENVILLE,OH,11553
43961,STRATTON,OH,294
43962,SUMMITVILLE,OH,112
43963,TILTONSVILLE,OH,1362
43964,TORONTO,OH,9575
43967,WARNOCK,OH,21
43968,WELLSVILLE,OH,7182
43970,WOLF RUN,OH,31
43971,YORKVILLE,OH,1150
43972,BANNOCK,OH,144
43973,FREEPORT,OH,1996
43974,HARRISVILLE,OH,107
43976,HOPEDALE,OH,1632
43977,FLUSHING,OH,2407
43983,PIEDMONT,OH,440
43985,HOLLOWAY,OH,128
43986,JEWETT,OH,1975
43988,SCIO,OH,2476
44001,AMHERST,OH,20769
44003,ANDOVER,OH,4676
44004,ASHTABULA,OH,33421
44010,AUSTINBURG,OH,1667
44011,AVON,OH,21193
44012,AVON LAKE,OH,22581
44017,BEREA,OH,19161
44021,BURTON,OH,6444
44022,CHAGRIN FALLS,OH,16516
44023,CHAGRIN FALLS,OH,17351
44024,CHARDON,OH,23557
44026,CHESTERLAND,OH,11116
44028,COLUMBIA STATION,OH,8467
44030,CONNEAUT,OH,16652
44032,DORSET,OH,1557
44035,ELYRIA,OH,64263
44039,NORTH RIDGEVILLE,OH,29563
44040,GATES MILLS,OH,3020
44041,GENEVA,OH,14979
44044,GRAFTON,OH,15951
44045,GRAND RIVER,OH,422
44046,HUNTSBURG,OH,2222
44047,JEFFERSON,OH,9213
44048,KINGSVILLE,OH,2565
44049,KIPTON,OH,238
44050,LAGRANGE,OH,6118
44052,LORAIN,OH,29850
44053,LORAIN,OH,18256
44054,SHEFFIELD LAKE,OH,12591
44055,LORAIN,OH,19846
44056,MACEDONIA,OH,11157
44057,MADISON,OH,19961
44060,MENTOR,OH,60211
44062,MIDDLEFIELD,OH,14972
44064,MONTVILLE,OH,1657
44065,NEWBURY,OH,4433
44067,NORTHFIELD,OH,20441
44070,NORTH OLMSTED,OH,32902
44072,NOVELTY,OH,4383
44074,OBERLIN,OH,11679
44076,ORWELL,OH,5141
44077,PAINESVILLE,OH,56491
44080,PARKMAN,OH,226
44081,PERRY,OH,7088
44082,PIERPONT,OH,1619
44084,ROCK CREEK,OH,3611
44085,ROME,OH,3277
44086,THOMPSON,OH,2391
44087,TWINSBURG,OH,20221
44089,VERMILION,OH,15899
44090,WELLINGTON,OH,11504
44092,WICKLIFFE,OH,16835
44093,WILLIAMSFIELD,OH,1467
44094,WILLOUGHBY,OH,35234
44095,EASTLAKE,OH,33579
44099,WINDSOR,OH,2314
44101,CLEVELAND,OH,565
44102,CLEVELAND,OH,45014
44103,CLEVELAND,OH,18123
44104,CLEVELAND,OH,22640
44105,CLEVELAND,OH,40089
44106,CLEVELAND,OH,26896
44107,LAKEWOOD,OH,52244
44108,CLEVELAND,OH,25679
44109,CLEVELAND,OH,40646
44110,CLEVELAND,OH,20136
44111,CLEVELAND,OH,39778
44112,CLEVELAND,OH,23073
44113,CLEVELAND,OH,19213
44114,CLEVELAND,OH,5225
44115,CLEVELAND,OH,8307
44116,ROCKY RIVER,OH,20268
44117,EUCLID,OH,10224
44118,CLEVELAND,OH,40438
44119,CLEVELAND,OH,12482
44120,CLEVELAND,OH,38196
44121,CLEVELAND,OH,33220
44122,BEACHWOOD,OH,34057
44123,EUCLID,OH,17637
44124,CLEVELAND,OH,38282
44125,CLEVELAND,OH,28730
44126,CLEVELAND,OH,16771
44127,CLEVELAND,OH,5586
44128,CLEVELAND,OH,29274
44129,CLEVELAND,OH,29090
44130,CLEVELAND,OH,50639
44131,INDEPENDENCE,OH,20469
44132,EUCLID,OH,14071
44133,NORTH ROYALTON,OH,30394
44134,CLEVELAND,OH,38800
44135,CLEVELAND,OH,26861
44136,STRONGSVILLE,OH,25608
44137,MAPLE HEIGHTS,OH,23240
44138,OLMSTED FALLS,OH,22332
44139,SOLON,OH,24356
44140,BAY VILLAGE,OH,15651
44141,BRECKSVILLE,OH,13945
44142,BROOKPARK,OH,19201
44143,CLEVELAND,OH,24499
44144,CLEVELAND,OH,21089
44145,WESTLAKE,OH,32729
44146,BEDFORD,OH,29761
44147,BROADVIEW HEIGHTS,OH,19480
44149,STRONGSVILLE,OH,19177
44201,ATWATER,OH,6917
44202,AURORA,OH,19561
44203,BARBERTON,OH,41248
44212,BRUNSWICK,OH,43548
44214,BURBANK,OH,2076
44215,CHIPPEWA LAKE,OH,2162
44216,CLINTON,OH,9418
44217,CRESTON,OH,4142
44221,CUYAHOGA FALLS,OH,29587
44223,CUYAHOGA FALLS,OH,18185
44224,STOW,OH,38742
44230,DOYLESTOWN,OH,8252
44231,GARRETTSVILLE,OH,8308
44233,HINCKLEY,OH,7646
44234,HIRAM,OH,4192
44235,HOMERVILLE,OH,1825
44236,HUDSON,OH,25296
44240,KENT,OH,37927
44241,STREETSBORO,OH,16428
44243,KENT,OH,5658
44250,LAKEMORE,OH,1253
44251,WESTFIELD CENTER,OH,850
44253,LITCHFIELD,OH,3218
44254,LODI,OH,4833
44255,MANTUA,OH,7987
44256,MEDINA,OH,62039
44260,MOGADORE,OH,13450
44262,MUNROE FALLS,OH,5016
44264,PENINSULA,OH,2315
44265,RANDOLPH,OH,51
44266,RAVENNA,OH,33581
44270,RITTMAN,OH,8890
44272,ROOTSTOWN,OH,5208
44273,SEVILLE,OH,6718
44274,SHARON CENTER,OH,225
44275,SPENCER,OH,3521
44276,STERLING,OH,1906
44278,TALLMADGE,OH,17868
44280,VALLEY CITY,OH,4557
44281,WADSWORTH,OH,29954
44285,WAYLAND,OH,85
44286,RICHFIELD,OH,6109
44287,WEST SALEM,OH,7559
44288,WINDHAM,OH,4118
44301,AKRON,OH,15340
44302,AKRON,OH,5524
44303,AKRON,OH,7700
44304,AKRON,OH,5916
44305,AKRON,OH,22294
44306,AKRON,OH,22492
44307,AKRON,OH,7643
44308,AKRON,OH,1392
44310,AKRON,OH,22786
44311,AKRON,OH,8782
44312,AKRON,OH,31919
44313,AKRON,OH,24935
44314,AKRON,OH,18825
44319,AKRON,OH,22686
44320,AKRON,OH,19937
44321,AKRON,OH,15200
44333,AKRON,OH,18763
44401,BERLIN CENTER,OH,2892
44402,BRISTOLVILLE,OH,3352
44403,BROOKFIELD,OH,3820
44404,BURGHILL,OH,1624
44405,CAMPBELL,OH,8229
44406,CANFIELD,OH,22054
44408,COLUMBIANA,OH,10331
44410,CORTLAND,OH,17409
44411,DEERFIELD,OH,2181
44412,DIAMOND,OH,2644
44413,EAST PALESTINE,OH,7261
44417,FARMDALE,OH,1659
44418,FOWLER,OH,1357
44420,GIRARD,OH,15429
44423,HANOVERTON,OH,2425
44425,HUBBARD,OH,14898
44427,KENSINGTON,OH,1612
44428,KINSMAN,OH,3290
44429,LAKE MILTON,OH,2576
44430,LEAVITTSBURG,OH,5270
44431,LEETONIA,OH,4727
44432,LISBON,OH,13693
44436,LOWELLVILLE,OH,3836
44437,MC DONALD,OH,4252
44438,MASURY,OH,4751
44439,MESOPOTAMIA,OH,115
44440,MINERAL RIDGE,OH,4967
44441,NEGLEY,OH,1600
44442,NEW MIDDLETOWN,OH,4006
44443,NEW SPRINGFIELD,OH,1704
44444,NEWTON FALLS,OH,10454
44445,NEW WATERFORD,OH,3449
44446,NILES,OH,20955
44449,NORTH BENTON,OH,1323
44450,NORTH BLOOMFIELD,OH,2042
44451,NORTH JACKSON,OH,3032
44452,NORTH LIMA,OH,3167
44454,PETERSBURG,OH,1153
44455,ROGERS,OH,1890
44460,SALEM,OH,26732
44470,SOUTHINGTON,OH,3790
44471,STRUTHERS,OH,11097
44473,VIENNA,OH,3823
44481,WARREN,OH,10408
44483,WARREN,OH,26006
44484,WARREN,OH,22991
44485,WARREN,OH,16498
44490,WASHINGTONVILLE,OH,798
44491,WEST FARMINGTON,OH,3515
44493,WINONA,OH,25
44502,YOUNGSTOWN,OH,10204
44503,YOUNGSTOWN,OH,1021
44504,YOUNGSTOWN,OH,5262
44505,YOUNGSTOWN,OH,19357
44506,YOUNGSTOWN,OH,2707
44507,YOUNGSTOWN,OH,5863
44509,YOUNGSTOWN,OH,11975
44510,YOUNGSTOWN,OH,2499
44511,YOUNGSTOWN,OH,19672
44512,YOUNGSTOWN,OH,34424
44514,YOUNGSTOWN,OH,22472
44515,YOUNGSTOWN,OH,27766
44601,ALLIANCE,OH,35294
44606,APPLE CREEK,OH,7819
44607,AUGUSTA,OH,234
44608,BEACH CITY,OH,2666
44609,BELOIT,OH,3987
44610,BERLIN,OH,263
44611,BIG PRAIRIE,OH,2025
44612,BOLIVAR,OH,5293
44613,BREWSTER,OH,2011
44614,CANAL FULTON,OH,12595
44615,CARROLLTON,OH,11125
44618,DALTON,OH,6858
44620,DELLROY,OH,1567
44621,DENNISON,OH,4624
44622,DOVER,OH,18588
44624,DUNDEE,OH,5397
44625,EAST ROCHESTER,OH,1418
44626,EAST SPARTA,OH,2977
44627,FREDERICKSBURG,OH,6845
44628,GLENMONT,OH,1067
44629,GNADENHUTTEN,OH,2403
44632,HARTVILLE,OH,9765
44633,HOLMESVILLE,OH,2615
44634,HOMEWORTH,OH,2164
44637,KILLBUCK,OH,2694
44638,LAKEVILLE,OH,1497
44640,LIMAVILLE,OH,151
44641,LOUISVILLE,OH,20349
44643,MAGNOLIA,OH,3239
44644,MALVERN,OH,4791
44645,MARSHALLVILLE,OH,2465
44646,MASSILLON,OH,47525
44647,MASSILLON,OH,18015
44651,MECHANICSTOWN,OH,861
44652,MIDDLEBRANCH,OH,80
44653,MIDVALE,OH,599
44654,MILLERSBURG,OH,19679
44656,MINERAL CITY,OH,2968
44657,MINERVA,OH,10334
44659,MOUNT EATON,OH,163
44661,NASHVILLE,OH,171
44662,NAVARRE,OH,9656
44663,NEW PHILADELPHIA,OH,25362
44666,NORTH LAWRENCE,OH,2928
44667,ORRVILLE,OH,13481
44669,PARIS,OH,1382
44670,ROBERTSVILLE,OH,235
44671,SANDYVILLE,OH,380
44672,SEBRING,OH,4874
44675,SHERRODSVILLE,OH,2082
44676,SHREVE,OH,4877
44677,SMITHVILLE,OH,2543
44678,SOMERDALE,OH,152
44680,STRASBURG,OH,4138
44681,SUGARCREEK,OH,7799
44682,TUSCARAWAS,OH,803
44683,UHRICHSVILLE,OH,8550
44685,UNIONTOWN,OH,27556
44687,WALNUT CREEK,OH,249
44688,WAYNESBURG,OH,3053
44689,WILMOT,OH,638
44690,WINESBURG,OH,166
44691,WOOSTER,OH,43753
44693,DEERSVILLE,OH,86
44695,BOWERSTON,OH,1608
44697,ZOAR,OH,187
44699,TIPPECANOE,OH,937
44702,CANTON,OH,1053
44703,CANTON,OH,8895
44704,CANTON,OH,3811
44705,CANTON,OH,18772
44706,CANTON,OH,18246
44707,CANTON,OH,9208
44708,CANTON,OH,25109
44709,CANTON,OH,18905
44710,CANTON,OH,9179
44714,CANTON,OH,9056
44718,CANTON,OH,11951
44720,NORTH CANTON,OH,39010
44721,CANTON,OH,13560
44730,EAST CANTON,OH,6050
44802,ALVADA,OH,1032
44804,ARCADIA,OH,1202
44805,ASHLAND,OH,32345
44807,ATTICA,OH,2381
44809,BASCOM,OH,293
44811,BELLEVUE,OH,12867
44813,BELLVILLE,OH,8051
44814,BERLIN HEIGHTS,OH,2929
44815,BETTSVILLE,OH,637
44816,BIRMINGHAM,OH,42
44817,BLOOMDALE,OH,1562
44818,BLOOMVILLE,OH,2644
44820,BUCYRUS,OH,18102
44822,BUTLER,OH,3240
44824,CASTALIA,OH,4060
44825,CHATFIELD,OH,58
44826,COLLINS,OH,1687
44827,CRESTLINE,OH,7097
44828,FLAT ROCK,OH,166
44830,FOSTORIA,OH,18962
44833,GALION,OH,17121
44836,GREEN SPRINGS,OH,2654
44837,GREENWICH,OH,4514
44838,HAYESVILLE,OH,266
44839,HURON,OH,12519
44840,JEROMESVILLE,OH,2900
44841,KANSAS,OH,710
44842,LOUDONVILLE,OH,5436
44843,LUCAS,OH,2387
44844,MC CUTCHENVILLE,OH,764
44846,MILAN,OH,3301
44847,MONROEVILLE,OH,3739
44849,NEVADA,OH,2260
44850,NEW HAVEN,OH,148
44851,NEW LONDON,OH,5308
44853,NEW RIEGEL,OH,1397
44854,NEW WASHINGTON,OH,1749
44855,NORTH FAIRFIELD,OH,1271
44856,NORTH ROBINSON,OH,128
44857,NORWALK,OH,23805
44859,NOVA,OH,1737
44861,OLD FORT,OH,64
44864,PERRYSVILLE,OH,3204
44865,PLYMOUTH,OH,3434
44866,POLK,OH,2259
44867,REPUBLIC,OH,2351
44870,SANDUSKY,OH,41030
44874,SAVANNAH,OH,394
44875,SHELBY,OH,13818
44878,SHILOH,OH,3147
44880,SULLIVAN,OH,2864
44881,SULPHUR SPRINGS,OH,70
44882,SYCAMORE,OH,2909
44883,TIFFIN,OH,29413
44887,TIRO,OH,1020
44889,WAKEMAN,OH,6703
44890,WILLARD,OH,11162
44901,MANSFIELD,OH,2501
44902,MANSFIELD,OH,5432
44903,MANSFIELD,OH,25602
44904,MANSFIELD,OH,13906
44905,MANSFIELD,OH,14513
44906,MANSFIELD,OH,16718
44907,MANSFIELD,OH,14313
45001,ADDYSTON,OH,606
45002,CLEVES,OH,13388
45003,COLLEGE CORNER,OH,697
45005,FRANKLIN,OH,29963
45011,HAMILTON,OH,69677
45013,HAMILTON,OH,52613
45014,FAIRFIELD,OH,43917
45015,HAMILTON,OH,12038
45030,HARRISON,OH,17921
45032,HARVEYSBURG,OH,348
45033,HOOVEN,OH,276
45034,KINGS MILLS,OH,1184
45036,LEBANON,OH,37504
45039,MAINEVILLE,OH,22814
45040,MASON,OH,50627
45041,MIAMITOWN,OH,199
45042,MIDDLETOWN,OH,26451
45044,MIDDLETOWN,OH,52822
45050,MONROE,OH,8548
45051,MOUNT SAINT JOSEPH,OH,177
45052,NORTH BEND,OH,4004
45053,OKEANA,OH,10
45053,OKEANA,OH,3410
45054,OREGONIA,OH,2471
45056,OXFORD,OH,27038
45062,SEVEN MILE,OH,688
45064,SOMERVILLE,OH,2857
45065,SOUTH LEBANON,OH,4442
45066,SPRINGBORO,OH,23839
45067,TRENTON,OH,13898
45068,WAYNESVILLE,OH,10479
45069,WEST CHESTER,OH,49060
45070,WEST ELKTON,OH,192
45101,ABERDEEN,OH,2385
45102,AMELIA,OH,22680
45103,BATAVIA,OH,31485
45106,BETHEL,OH,12349
45107,BLANCHESTER,OH,9236
45111,CAMP DENNISON,OH,376
45112,CHILO,OH,64
45113,CLARKSVILLE,OH,3857
45115,DECATUR,OH,78
45118,FAYETTEVILLE,OH,3614
45120,FELICITY,OH,3672
45121,GEORGETOWN,OH,9036
45122,GOSHEN,OH,11054
45123,GREENFIELD,OH,8671
45130,HAMERSVILLE,OH,3913
45131,HIGGINSPORT,OH,238
45132,HIGHLAND,OH,262
45133,HILLSBORO,OH,23900
45135,LEESBURG,OH,4761
45140,LOVELAND,OH,53267
45142,LYNCHBURG,OH,4444
45144,MANCHESTER,OH,4272
45145,MARATHON,OH,40
45146,MARTINSVILLE,OH,1580
45147,MIAMIVILLE,OH,147
45148,MIDLAND,OH,1588
45150,MILFORD,OH,31394
45152,MORROW,OH,11329
45153,MOSCOW,OH,1665
45154,MOUNT ORAB,OH,9172
45155,MOWRYSTOWN,OH,366
45156,NEVILLE,OH,98
45157,NEW RICHMOND,OH,9758
45158,NEWTONSVILLE,OH,370
45159,NEW VIENNA,OH,3392
45160,OWENSVILLE,OH,699
45162,PLEASANT PLAIN,OH,2519
45164,PORT WILLIAM,OH,271
45166,REESVILLE,OH,98
45167,RIPLEY,OH,3764
45168,RUSSELLVILLE,OH,1607
45169,SABINA,OH,4772
45171,SARDINIA,OH,6054
45172,SINKING SPRING,OH,131
45174,TERRACE PARK,OH,2258
45176,WILLIAMSBURG,OH,9100
45177,WILMINGTON,OH,22260
45202,CINCINNATI,OH,15483
45203,CINCINNATI,OH,2236
45204,CINCINNATI,OH,6972
45205,CINCINNATI,OH,19389
45206,CINCINNATI,OH,10745
45207,CINCINNATI,OH,7974
45208,CINCINNATI,OH,17614
45209,CINCINNATI,OH,9605
45211,CINCINNATI,OH,36111
45212,CINCINNATI,OH,22253
45213,CINCINNATI,OH,12013
45214,CINCINNATI,OH,8738
45215,CINCINNATI,OH,29623
45216,CINCINNATI,OH,9570
45217,CINCINNATI,OH,6566
45218,CINCINNATI,OH,3846
45219,CINCINNATI,OH,16526
45220,CINCINNATI,OH,15313
45223,CINCINNATI,OH,12360
45224,CINCINNATI,OH,19837
45225,CINCINNATI,OH,9040
45226,CINCINNATI,OH,5476
45227,CINCINNATI,OH,17486
45229,CINCINNATI,OH,13020
45230,CINCINNATI,OH,27536
45231,CINCINNATI,OH,40893
45232,CINCINNATI,OH,6358
45233,CINCINNATI,OH,15808
45236,CINCINNATI,OH,24552
45237,CINCINNATI,OH,20021
45238,CINCINNATI,OH,45760
45239,CINCINNATI,OH,28315
45240,CINCINNATI,OH,27286
45241,CINCINNATI,OH,23044
45242,CINCINNATI,OH,22055
45243,CINCINNATI,OH,14891
45244,CINCINNATI,OH,28565
45245,CINCINNATI,OH,18542
45246,CINCINNATI,OH,15133
45247,CINCINNATI,OH,22082
45248,CINCINNATI,OH,24915
45249,CINCINNATI,OH,12902
45251,CINCINNATI,OH,22391
45252,CINCINNATI,OH,4600
45255,CINCINNATI,OH,21775
45301,ALPHA,OH,130
45302,ANNA,OH,4280
45303,ANSONIA,OH,2223
45304,ARCANUM,OH,7300
45305,BELLBROOK,OH,10712
45306,BOTKINS,OH,2294
45307,BOWERSVILLE,OH,338
45308,BRADFORD,OH,4682
45309,BROOKVILLE,OH,12123
45310,BURKETTSVILLE,OH,244
45311,CAMDEN,OH,6367
45312,CASSTOWN,OH,1435
45314,CEDARVILLE,OH,5916
45315,CLAYTON,OH,4377
45316,CLIFTON,OH,115
45317,CONOVER,OH,1180
45318,COVINGTON,OH,5365
45319,DONNELSVILLE,OH,293
45320,EATON,OH,15691
45321,ELDORADO,OH,931
45322,ENGLEWOOD,OH,21447
45323,ENON,OH,5019
45324,FAIRBORN,OH,40529
45325,FARMERSVILLE,OH,2647
45326,FLETCHER,OH,1179
45327,GERMANTOWN,OH,8917
45328,GETTYSBURG,OH,525
45330,GRATIS,OH,834
45331,GREENVILLE,OH,22930
45332,HOLLANSBURG,OH,612
45333,HOUSTON,OH,1345
45334,JACKSON CENTER,OH,2037
45335,JAMESTOWN,OH,6939
45336,KETTLERSVILLE,OH,153
45337,LAURA,OH,1690
45338,LEWISBURG,OH,5298
45339,LUDLOW FALLS,OH,1234
45340,MAPLEWOOD,OH,830
45341,MEDWAY,OH,3883
45342,MIAMISBURG,OH,36784
45344,NEW CARLISLE,OH,16955
45345,NEW LEBANON,OH,6144
45346,NEW MADISON,OH,2293
45347,NEW PARIS,OH,4324
45348,NEW WESTON,OH,994
45349,NORTH HAMPTON,OH,427
45350,NORTH STAR,OH,106
45351,OSGOOD,OH,274
45352,PALESTINE,OH,208
45353,PEMBERTON,OH,196
45354,PHILLIPSBURG,OH,642
45356,PIQUA,OH,25172
45358,PITSBURG,OH,356
45359,PLEASANT HILL,OH,1970
45360,PORT JEFFERSON,OH,335
45361,POTSDAM,OH,288
45362,ROSSBURG,OH,1076
45363,RUSSIA,OH,1770
45365,SIDNEY,OH,30561
45368,SOUTH CHARLESTON,OH,4727
45369,SOUTH VIENNA,OH,3545
45370,SPRING VALLEY,OH,2452
45371,TIPP CITY,OH,18333
45372,TREMONT CITY,OH,375
45373,TROY,OH,35131
45377,VANDALIA,OH,15215
45378,VERONA,OH,407
45380,VERSAILLES,OH,5477
45381,WEST ALEXANDRIA,OH,5509
45382,WEST MANCHESTER,OH,1269
45383,WEST MILTON,OH,7037
45384,WILBERFORCE,OH,2001
45385,XENIA,OH,37247
45387,YELLOW SPRINGS,OH,5169
45388,YORKSHIRE,OH,812
45389,CHRISTIANSBURG,OH,521
45390,UNION CITY,OH,3461
45402,DAYTON,OH,11420
45403,DAYTON,OH,15006
45404,DAYTON,OH,10833
45405,DAYTON,OH,18948
45406,DAYTON,OH,21914
45409,DAYTON,OH,12868
45410,DAYTON,OH,15339
45414,DAYTON,OH,21055
45415,DAYTON,OH,12631
45416,DAYTON,OH,5740
45417,DAYTON,OH,31281
45418,DAYTON,OH,1351
45419,DAYTON,OH,15159
45420,DAYTON,OH,25438
45424,DAYTON,OH,49930
45426,DAYTON,OH,15239
45428,DAYTON,OH,240
45429,DAYTON,OH,25885
45430,DAYTON,OH,7402
45431,DAYTON,OH,26315
45432,DAYTON,OH,15288
45433,DAYTON,OH,2011
45434,DAYTON,OH,12163
45439,DAYTON,OH,10000
45440,DAYTON,OH,20734
45449,DAYTON,OH,18175
45458,DAYTON,OH,29880
45459,DAYTON,OH,27749
45502,SPRINGFIELD,OH,16110
45503,SPRINGFIELD,OH,32999
45504,SPRINGFIELD,OH,18465
45505,SPRINGFIELD,OH,20197
45506,SPRINGFIELD,OH,14055
45601,CHILLICOTHE,OH,57842
45612,BAINBRIDGE,OH,5303
45613,BEAVER,OH,3597
45614,BIDWELL,OH,5080
45616,BLUE CREEK,OH,1559
45617,BOURNEVILLE,OH,71
45618,CHERRY FORK,OH,30
45619,CHESAPEAKE,OH,8200
45620,CHESHIRE,OH,917
45621,COALTON,OH,313
45622,CREOLA,OH,321
45623,CROWN CITY,OH,3494
45624,CYNTHIANA,OH,31
45628,FRANKFORT,OH,5211
45629,FRANKLIN FURNACE,OH,3438
45630,FRIENDSHIP,OH,118
45631,GALLIPOLIS,OH,15048
45634,HAMDEN,OH,2112
45636,HAVERHILL,OH,148
45638,IRONTON,OH,21635
45640,JACKSON,OH,15960
45642,JASPER,OH,33
45644,KINGSTON,OH,4249
45645,KITTS HILL,OH,3036
45646,LATHAM,OH,370
45647,LONDONDERRY,OH,2484
45648,LUCASVILLE,OH,13372
45650,LYNX,OH,435
45651,MC ARTHUR,OH,6047
45652,MC DERMOTT,OH,3519
45653,MINFORD,OH,4179
45654,NEW PLYMOUTH,OH,917
45656,OAK HILL,OH,6639
45657,OTWAY,OH,2744
45658,PATRIOT,OH,2787
45659,PEDRO,OH,2973
45660,PEEBLES,OH,8297
45661,PIKETON,OH,7657
45662,PORTSMOUTH,OH,30219
45663,WEST PORTSMOUTH,OH,6762
45669,PROCTORVILLE,OH,10399
45671,RARDEN,OH,457
45672,RAY,OH,1749
45673,RICHMOND DALE,OH,385
45674,RIO GRANDE,OH,584
45678,SCOTTOWN,OH,1101
45679,SEAMAN,OH,2812
45680,SOUTH POINT,OH,13074
45681,SOUTH SALEM,OH,1689
45682,SOUTH WEBSTER,OH,2420
45684,STOUT,OH,1804
45685,THURMAN,OH,1251
45686,VINTON,OH,3397
45688,WATERLOO,OH,475
45690,WAVERLY,OH,14412
45692,WELLSTON,OH,8773
45693,WEST UNION,OH,8981
45694,WHEELERSBURG,OH,12147
45695,WILKESVILLE,OH,674
45696,WILLOW WOOD,OH,1438
45697,WINCHESTER,OH,4894
45698,ZALESKI,OH,341
45701,ATHENS,OH,34122
45710,ALBANY,OH,5541
45711,AMESVILLE,OH,1115
45714,BELPRE,OH,9951
45715,BEVERLY,OH,2630
45716,BUCHTEL,OH,469
45719,CHAUNCEY,OH,1046
45721,COAL RUN,OH,29
45723,COOLVILLE,OH,3740
45724,CUTLER,OH,1744
45727,DEXTER CITY,OH,516
45729,FLEMING,OH,1289
45732,GLOUSTER,OH,4776
45734,GRAYSVILLE,OH,549
45735,GUYSVILLE,OH,1730
45740,JACKSONVILLE,OH,494
45741,LANGSVILLE,OH,918
45742,LITTLE HOCKING,OH,3014
45743,LONG BOTTOM,OH,1449
45744,LOWELL,OH,2728
45745,LOWER SALEM,OH,1140
45746,MACKSBURG,OH,433
45750,MARIETTA,OH,27785
45760,MIDDLEPORT,OH,3892
45761,MILLFIELD,OH,1745
45764,NELSONVILLE,OH,9431
45766,NEW MARSHFIELD,OH,1382
45767,NEW MATAMORAS,OH,2800
45768,NEWPORT,OH,1703
45769,POMEROY,OH,6642
45770,PORTLAND,OH,620
45771,RACINE,OH,3432
45772,REEDSVILLE,OH,2149
45773,RENO,OH,83
45775,RUTLAND,OH,1259
45776,SHADE,OH,765
45778,STEWART,OH,824
45779,SYRACUSE,OH,755
45780,THE PLAINS,OH,3254
45782,TRIMBLE,OH,343
45784,VINCENT,OH,3386
45786,WATERFORD,OH,3253
45787,WATERTOWN,OH,29
45788,WHIPPLE,OH,1129
45789,WINGETT RUN,OH,177
45801,LIMA,OH,25303
45804,LIMA,OH,15758
45805,LIMA,OH,22514
45806,LIMA,OH,11158
45807,LIMA,OH,12221
45808,BEAVERDAM,OH,349
45809,GOMER,OH,157
45810,ADA,OH,8460
45812,ALGER,OH,1943
45813,ANTWERP,OH,3530
45814,ARLINGTON,OH,2620
45816,BENTON RIDGE,OH,291
45817,BLUFFTON,OH,6736
45819,BUCKLAND,OH,233
45820,CAIRO,OH,543
45821,CECIL,OH,1435
45822,CELINA,OH,18943
45826,CHICKASAW,OH,306
45827,CLOVERDALE,OH,2369
45828,COLDWATER,OH,6125
45830,COLUMBUS GROVE,OH,6228
45831,CONTINENTAL,OH,3181
45832,CONVOY,OH,2905
45833,DELPHOS,OH,10667
45835,DOLA,OH,490
45836,DUNKIRK,OH,1479
45838,ELGIN,OH,50
45840,FINDLAY,OH,54979
45841,JENERA,OH,929
45843,FOREST,OH,3701
45844,FORT JENNINGS,OH,3256
45845,FORT LORAMIE,OH,3178
45846,FORT RECOVERY,OH,4437
45849,GROVER HILL,OH,1219
45850,HARROD,OH,3653
45851,HAVILAND,OH,669
45853,KALIDA,OH,1439
45854,LAFAYETTE,OH,498
45855,LATTY,OH,193
45856,LEIPSIC,OH,5194
45858,MC COMB,OH,3083
45859,MC GUFFEY,OH,495
45860,MARIA STEIN,OH,2274
45861,MELROSE,OH,296
45862,MENDON,OH,1507
45863,MIDDLE POINT,OH,1254
45864,MILLER CITY,OH,163
45865,MINSTER,OH,4745
45866,MONTEZUMA,OH,186
45867,MOUNT BLANCHARD,OH,1189
45868,MOUNT CORY,OH,567
45869,NEW BREMEN,OH,4534
45870,NEW HAMPSHIRE,OH,156
45871,NEW KNOXVILLE,OH,1955
45872,NORTH BALTIMORE,OH,4240
45873,OAKWOOD,OH,2238
